Name,Lyrics,Lyricist ,Singer,Genre,Music Composer,Metaphor,Interpretation
Sanda Modu Wela – සඳ මෝදු වෙලා,"සඳ මෝදු වෙලා නැගෙනා රෑ කාලයෙ වනන්තරේ
කුමරියකගෙ දුක් ගීයක් ඇසුනා දැන් නිරන්තරේ
පෙම් ගඟ කැලතී යයි  දිඅත ඇදී
නොපිපෙන මල් පිබිදෙන දින කවදා
ඔබ නිදන රැයේ නොනිදන මසිතේ
තෙරපෙනවා අපමණ හැඟුම් ප්‍රියේ
තෙරපෙනවා අපමණ හැඟුම් ප්‍රියේ
සිත ආදරයෙන් කැළඹී
මොනවද ඇසුවා පිළිතුරු ලැබුණා
කුමරිය කුමරුට සිය හිත පිදුවා
මොනවද ඇසුවා පිළිතුරු ලැබුණා
කුමරිය කුමරුට සිය හිත පිදුවා
තෙරපෙනවා අපමණ හැඟුම් ප්‍රියේ
සිත ආදරයෙන් කැළඹී
_ =’′
_ =’′
එච්.ආර්.ජෝතිපාලලතා වල්පොල  .. 
..
",Dharmasiri Gamage,"H.R.Jothipala,Latha Walpola","Duets,Movie Songs",M.K.Roksami,metaphor,interpretation
Sihina Ahase – සිහින අහසේ,"හේ හේ හේ ආ ආ.ආ..ම් ම් ම්
සිහින අහසේ වසන්තේ තාරකා මල් පිබිදුනා
රංචු ගැසිලා කුරුල්ලෝ ඔහේ පියඹා ගියාවේ
තුරුලිය ගොමුවේ මත් බිගු සේනා
රොන් රස ඉල්ලා පෙම් හැගුම්
සිහිලැල් පවනේ ගී හඩ විසිරී 
මතකය ඈත රැදේ
ගීතිකා එවන් ලොවේ මා නමින් අදත් ඇසේ
බිගු නද පාවී ඔය හඩ වාගේ සවනේ රැවි දේ
මග එළි මවනා තරු කැන් ඔබ වේ 
තනි වූ කතර ඉමේ
මා හදේ හිරුත් ඔබයි මා හදේ සදුත් ඔබයි
දෙවියන් අතරේ පුද දෙමි සැමදා මහද ප්‍රනාමේ
",Upali Dhanawalawithana,"Angelin Gunathilaka,Greshan Ananda,H.R.Jothipala",,Sarath Dasanayaka,metaphor,interpretation
Saman Mal Piyalle – සමන් මල් පියල්ලේ,"සමන් මල් පියල්ලේ ස‍ඳේ රැස් කැරැල්ලේ
ප්‍රීති වලාවන් එක්වී..සංගීත රාවෙන් මත්වී
මගේ රංගනීයේ..
සමන් මල් පියල්ලේ සඳේ රැස් කැරැල්ලේ
වනේ මල් ගෙනල්ලා ඔබේ ගෙල බදින්නම්
රිදී පිණි දියෙන් මා ඔබේ නෙත් තෙමන්නම්
අ ආ ආ අ ආ අ අ ආ ආ
සාගරෙන් සොයාලා නිල් මැණික් ගෙන්ල්ලා
ඔබගේ වරලේ ගසලා ලස්සන බලන්නම්
සුදෝ සුදු වළාවෝ සිහින් ඉඟ ඔතන්නම්
ගංඟාවෙ ඉවුරේ ලං වී ඉදින්නම්
අ ආ ආ අ ආ අ අ ආ ආ
අමරණීය ප්‍රේමේ සිහසුන් දරලා
ඔබගේ කවදා හෝ මා දෑතම ලබන්නම්
",Bandara Wijethunga,H.R.Jothipala,Golden Pop,Unknown,metaphor,interpretation
Samanala Mudune – සමනල මුදුනේ,"සමනල මුදුනේ සිරිපද සිඹ සිඹ
උදා ඉරක් පායයි
සැනසිලි සුව දෙන නව මල් සුවදින්
දැහැමි දැයක් පිබිදෙයි දැහැමි දැයක් පිබිදෙයි
කුල මල දන බල නොතකන හෙල දැය
සුදු බුදු රැස් පැතිරෙයි
සම මෙත් කරුණා බුදු බන පදයක 
සිහිලෙන් රට සැනහෙයි සිහිලෙන් රට සැනහෙයි
මිනිසා මිනිසෙකු විලසින් සැලකෙන
නවයුගයක් එළඹී
තුන් සිංහලයම අත්වැල් බැඳගෙන
නිවහල් සුවය විඳී නිවහල් සුවය විඳී
",R.Premadasa,H.R.Jothipala,"Inspirational,Request",Sarath Dasanayaka,metaphor,interpretation
Sal Sapu Na – සල් සපු නා,"සල් සපු නා නිල් මහනෙල් 
කුමුදු සමන් මල් අතරේ 
කිඩාරම් මලේ.. පවා සුවඳ දිග හැරේ
පළිඟු රුවන් මිණිමුතු මෙන් පහන් දිලෙනවා
එබඳු පහන් අඳුරු විමන් පහන් කරනවා
වැලිතලේ සැඟවිලා යටින් ඇදෙනවා
එය හැඟී නෙත මගේ කඳුළු සලනවා
වීණාවෙන් දිළිඳු අතින් මිහිරි ස්වර වැයේ
සුපෙම් හැඟුම් උපද්දවයි දුගී වුව ළයේ
කලු වළාවල පවා රිදී ඉරි තියේ
කිමද මේ නියදහම් අමතක ව ගියේ
",Karunarathna Abeysekara,H.R.Jothipala,Movie Songs,Sarath Dasanayaka,metaphor,interpretation
Ruwan Wala Vimane – රුවන් වලා විමානේ,"රුවන් වලා විමානේ සිරි යහනාවෝ දුටුවාදෝ..
දෝතින් ඔබේ අරගන්න මා සතපන්න ඒ යහනාවේ..
රුවන් වලා විමානේ සිරි යහනාවෝ දුටුවාදෝ
මේ දෑත සීතල ඇයිදෝ මට පවසන්න කොඳුරා ලඳේ
නෑ තාම උණුසුම කුමරූ යමු තනිවෙන්න මිටියාවතේ
ළංවෙන්න ලඟ ඉන්න කුමරී විලවුන් විජිතේ මගේ වාසනා
කඳුයාය අතරේ සුහදේ පෙම් විහඟුන් පරාදීසයේ
මධු චන්ද්‍ර ඇරයුම් ගයනා අර ඇසුනාද මනමාලියේ
පවසන්න මට ලංව මුමුණා මා පෙර නෑසූ පෙම් ගායනා
",Ajantha Ranasinghe,H.R.Jothipala,"Classics,Movie Songs",Sarath De Alwis,metaphor,interpretation
Raththaran Pem – රත්තරන් පෙම් පුරාණේ,"රත්තරන් පෙම් පුරාණේහී සිතුවම් මකා
යන්න මගේ අන්ධ නෙත් තාම නොපෙනේ ළඳේ
මට ඔබේ කුරිරු පිටුපෑම නොපෙනෙන්න නම්
දිළිඳු මේ අන්ධ නෙත් වාසනාවන් ළඳේ
ලොවක හිරු එළිය සඳ පහන දැක ගන්න හෝ
උරුම පින් මහිම නැති මා වාගේ අන්ධයෝ
කිමද නෙතු දිලෙන අඟනුන්ට බැන්දේ සෙනේ
ඔබ නොවේ ළඳුනි මා අතිනි වරදක් උනේ
ලොව පෙනී ඔබ ද ලොව අඳුරු මට පෙම් බැඳී
උන්නු ඒ යුගය අවසන් ද මගේ ලොව බිඳී
රත්තරන් පෙම් පුරාණේහී සිතුවම් මකා
යන්න මගේ අන්ධ නෙත් තාම නොපෙනේ ළඳේ
තේජ අසමාන බලධාරි දෙවියන් පවා
දෑස නැති උන් රකින්නේ ද සැනසුම් දෙවා
දෑස ඇති අයට පමණක් ද උරුමේ සෙනේ
ළඳුනි ආදරය අඳ අපට නැතිදෝ අනේ
",Ajantha Ranasinghe,H.R.Jothipala,Request,Sarath De Alwis,metaphor,interpretation
Purthugeesi Karaya – පුර්තුගීසිකාරයා,"පුර්තුගීසිකාරයා රටවල් අල්ලන්න සූරයා
හතුරු රාජ මාරයා මුලු ලෝ හොල්ලන්න වීරයා ..
කොළඹට ආවේ ඉඳලයි ලිස්බන් නගරේ ආ..
අප ආ පාරේ පැතිරෙයි විනෝද මිහිරේ  ආ.. ..
පැතිරෙයි විනෝද මිහිරේ පැතිරෙයි විනෝද මිහිරේ  
විනෝද මිහිරේ
ඒක උගන්වන්න තමයි යුද්ද කරන්නේ ආ..
කාලතුවක්කුයි බයිනෙත්තුයි හරවන්නේ  ආ.. ...
බයිනෙත්තුයි හරවන්නේ බයිනෙත්තුයි හරවන්නේ
විනෝද මිහිරේ   
අපේ තුවක්කු ඉහළම කාලතුවක්කු ආ..
ගහන්න වෙනවා වැදුනොත් ලෝකෙට මුක්කු  ආ.....
වැදුනොත් ලෝකෙට මුක්කු වැදුනොත් ලෝකෙට මුක්කු
විනෝද මිහිරේ
කන්න හපන්නූ බොන්නත් හරිම හපන්නූ ආ..
ඊටත් වැඩියෙන් යුද්දෙට හරිම හපන්නූ  ආ.. ...
යුද්දෙට හරිම හපන්නූ යුද්දෙට හරිම හපන්නූ
විනෝද මිහිරේ
",Arisen Ahubudu,H.R.Jothipala,Movie Songs,Sunil Shantha,metaphor,interpretation
Paya Eyi Hinehenne – පායා ඇයි හිනැහෙන්නේ,"පායා ඇයි හි‍නැහෙන්නේ  නිල් ගුවනේ තරු රාශි..
ඇතිවී නැති වී නම් ඇගෙ මුහුණේ ඒ…එ   නිල්වන් දෙනෙතේ කාන්ති
පායා ඇයි හි‍නැහෙන්නේ
ඇගෙ වත මට නොපෙනේ නම්  පුන්සද ඇයි හිනැහෙන්නේ... 
නැති දා ඇගෙ ගී රාවේ.. කොවුලනි ඇයි ගී ගැයුවේ..
කොවුලනි ඇයි ගී ගැයුවේ.
වනයේ පිපි මල් ගොමුවේ  සමනලයිනි ඇයි නැටුවේ..
ඇති වී නැති වී නම් ඇගෙ මුහුණේ  නිල් වන් දෙනෙතේ කාන්ති..
පායා ඇයි හි‍නැහෙන්නේ
ඇගෙ දිමුතු දසන් නොපෙනී  මට මොකටද මුතු පන්තී... 
ඇගෙ කඳුලැලි නැති විටදී.. ඕනැ නැ දියමන්තී.. 
ඕනැ නැ දියමන්තී..
",Aloy Gunawardhana,H.R.Jothipala,"Old Pops,Request",Mohommad Sali,metaphor,interpretation
Punsanda Rantharu ( Mal Ethano ) – පුන් සඳ රන්තරු ( මල් එතනෝ ),"පුන් සඳ රන්තරු ගිලිහෙද්දෙන්
සුන්දර ළා හිරු නොනැගෙද්දෙන්
ඔබ මා ළඟ නිරතුරු පසුවෙද්දෙන්
නෙත් පහනින් පැල එළිවෙද්දෙන්
මල් එතනෝ  ප්‍රිය මල් එතනෝ
මගෙ හද ඔබ ළඟ මල් එතනෝ
ගෙල වට කර හත් ඉරි වැටිලා
අඞසඳ නළලෙහි ඇත ඔබලා
ඔබේ දෙතොළඟ නා දළු පැහැ ගැහිලා
මුවතුල ගජමුතු ඇත පිරිලා
උකුළු මුකුළු දෙන කැකුළු සිනා
එකලු වෙමින් මුව තුරුළු වුණා
නිල්මිණි කැල්මෙන් බැල්මෙන් හෙළනා
මා පිංකළ බව මට හැඟුණා   
",Karunarathna Abeysekara,H.R.Jothipala,Golden Pop,Milroy Dharmarathna,metaphor,interpretation
Preme Deepashika – ප්‍රේමේ දීපශිකා,"ප්‍රේමේ දීපශිකා ඕ කාන්ති කාන්ති නගා
දැල්වේවී රඟා ආලෝකේ විහිදා
ප්‍රේමේ දීපශිකා
කුසුම් රොන් උරා බී බඹරා බඹාවී 
ආනන්ද පෙම්වනේ සුන්දර ජීවිතේ
ජීවන උයනේ පෙම් මල මානේ
බඹරා ඔබයි ප්‍රියේ පියඹා එනු වහා රටා මවා 
අපේ පෙම් කතාවේ කුමරා සුදා වේ
කුමරිය මම වෙමි රාජධානි ජීවිතේ
අමා ඕගෙ ගලනා ගිලී නාමු පීනා
රැළි එයි ඔබයි සුදෝ ගලා එන්න හාදු දී හෝ ගා රැල් නගා
",Unknown,"Angelin Gunathilaka,H.R.Jothipala","Golden Oldies,Movie Songs",Unknown,metaphor,interpretation
Raja Kirulu Palandapu – රාජ කිරුළු පලාන්දාපු,"රාජ කිරුළු පලාන්දාපු රජ්ජුරුවෝ
රටේ සෑමට ඉරේ සදේ එලිය ගෙනෙන රජ්ජුරුවෝ
සිරසට ඔටුනු පලන් මංගල්ලේ 
ජය පානෙන් මත් වන්නේ
අපිට රෑ දහාවල් වෙනසක් නැ ගෙයක් දොරක් නැ
අපිට අපේ කියා රෑක ගන්නට කිසිම දෙයක් නැ
එක බැම්මේන් එකට බැදෙනවා 
එක පොකුරට එකට සිටිනවා
පයට පාවඩ නැ උඩුවියනක් ඉහ මදුනට නැ
අපට මිතුරන් මිස ඉච්චාවට නැදැයින් නැ
අපි විතරයි අපට සිටින්නේ 
මිය යන දා එකට මියෙන්නේ
",Prabhath Manawasingha,H.R.Jothipala,Movie Songs,Victor Rathnayaka,metaphor,interpretation
Ra Dawal Mal Hangum – රෑ දවල් මල් හැඟුම්,"රෑ දවල් මල් හැඟුම් සිරි පානා
මනරම් සිහිනෙකි මට පේනා
ලල්ල ල ලල්ල ල ලාලා ලල්ල ල ලල්ල ල ලා
ලල්ල ල ලල්ල ල ලාලා ලල්ල ල ලල්ල ල ලා
හිනැහෙන විට මුතු දිලිහෙනවා
නළලෙහි අඞසඳ බැබලෙනවා
පැතුමට බැරි රෑ කාටදෝ
සිතනා විලසට සිදුවේදෝ
ගීතෙක රස ඉතිරේ මුවගින්
නා දළු ලෙල දෙනවා තොලගින්
අප සිඹ සිඹ හමනා සුලඟේ
යළි හමුවන්නේ කොතැනදෝ
",Karunarathna Abeysekara,"Angelin Gunathilaka,H.R.Jothipala","Duets,Movie Songs",P.L.A.Somapala,metaphor,interpretation
Pathana De Sun – පතනා දේ සුන්,"පතනා දේ සුන් වේ නම්  නොසිතූ දේ සිදු වේ නම්  
මේ සෑම දේ ම සිහිනයකි  බලන් සිත් යොමන් 
බලන් සිත් යොමන්  බලන් සිත් යොමන්
සුළු මොහොතක අපි සැනසෙන්නේ 
යළි මහමෙර සේ දුක්‌ වෙන්නේ 
කිසිවක්‌ නෑ සදහට රැඳුණේ 
ජීවය තණ අග පිනි බඳු වේ
මේ සෑම දේ ම සිහිනයකි  බලන් සිත් යොමන් 
බලන් සිත් යොමන්  බලන් සිත් යොමන්
ලොව සුන්දර දේ නොපෙනේ නම්  
දෑසක්‌ කුමකට ලැබුණා දෝ 
මිහිරක් සවනට නොදැනේනම් 
දෙසවන් කුමකට ලැබුනාදෝ
මේ සෑම දේ ම සිහිනයකි  බලන් සිත් යොමන් 
බලන් සිත් යොමන්  බලන් සිත් යොමන්   
",Tissa Dias,H.R.Jothipala,Golden Pop,Sarath Wickrama,metaphor,interpretation
Pata Podak – පාට පොදක්,"හො හෝ හෝ   හ හා හා
පාට පොදක් තිලක ලා නළල් තලාවේ 
කැලුම් වළලු නෙතින් අසුරලා
මුතු සිනා සල සලා නැළවි නැළවි ඒ  
නිවන මහද නීල වරලියේ 
ආල හැඟූම් පවසලා යොවුන් සිනාවේ 
තුටින සළෙලු රැඟූම් රඟ රඟා
පෙම් කතා මල් පොතින් ලමැද වසාලා 
නිවා නොහැක ආල කුමරුනේ
පාට පොදක් තිලක ලා නළල් තලාවේ 
කැලුම් වළලු නෙතින් අසුරලා
හො හෝ හෝ   හ හා හා
පෙමක සුවඳ සිතක සිහින සතපන්නේ
මල් නුවරේ පෙම් සුවඳේ
ඈත හිරුට හිනාවී මෑත මොනර රඟාවි
ආල වඩන සීත සුළං පා..වේ..වී  
හො හෝ හෝ   හ හා හා
ලමා ලපටි බොලඳ වදන් තෙපලන්නේ
පුංවි වියේ සුන්දර සේ 
දීපසිනා හෙලායා ආල සිතුම් සිතේයා
සීතාවන් නුවන් ලදුන් පා..යා..ලා  
හො හෝ හෝ   හ හා හා
",Ajantha Ranasinghe,"Angelin Gunathilaka,H.R.Jothipala","Duets,Movie Songs",Sarath Dasanayaka,metaphor,interpretation
Neela Desa Pura – නීල දෑස පුරා,"නීල දෑස පුරා සිහින ලොවින් පෙරා
වෑහෙ කැළුම් නුරා…….. මා ඔබෙ පෙම්බරා
සසරෙ එකට සරා පැමිණ පෙරුම් පුරා
ගිය ද නොසිතු යුරා…….. මා ඔබෙ පෙම්බරා
මිහිරි සුවඳ ඔබේ මහද වතට එබේ
පෙරදි දිනක භවේ ලදිමි එවන් සුවේ
සසරෙ එකට සරා පැමිණ පෙරුම් පුරා
ගිය ද නොසිතු යුරා…….. මා ඔබෙ පෙම්බරා
මා ද ඔබ ද මෙසේ දෙතොල දෙතැන වෙසේ
දිනෙක මෙලොව කුසේ පතමි රැඳෙන ලෙසේ 
සසරෙ එකට සරා පැමිණ පෙරුම් පුරා
ගිය ද නොසිතු යුරා…….. මා ඔබෙ පෙම්බරා
",Unknown,H.R.Jothipala,"Golden Pop,Old Pops",Unknown,metaphor,interpretation
Palu Susane – පාළු සුසානේ,"පාළු සුසානේ ප්‍රේම පුරාණේ  
කඳුළු විලාපේ මා තමයි 
අප දෙදෙනාගේ එදා සෙනේ 
සැමරුම් කිසිදා මැකී නොයේ 
මට අමතක නෑ ඔබට මතක නෑ
ප්‍රාණය අද හෝ හෙටින් නිමා වී  
ආදරයක් මිය යාවිදෝ 
හදවත ගොළු වී ඔබේ නාමයෙන් 
ජීවිතයක් නවතීවිදෝ 
මා විමසන්නෙමි කියන්නකෝ මට 
කෙලෙසද මේ ලෙස කුරිරු උනේ
මගෙ අත්තටු බිඳ පියා සරාලා 
යන්නට ඔබ පැතු චේතනා 
ඔබයි දිනූවේ පරාජිතයි මා 
මේකද මට දුන් වාසනා 
ආදර රේඛා සුසුම් හෙලාවී 
කම්පා කරවා මහී තලේ
දෛවය මෙය නම් සුදු අපි නාඬමු  
හමුවෙමු මතු සංසාරයේ 
කුරා කුහුඹුවන් හෝ නොවිඳීවා  
ඇවිලෙන මේ ගිණි මා ළයේ 
ඔබ නොව ලඳුනේ මමයි සදාකල්  
අසරණ වූයේ කුමාරියේ
",Ajantha Ranasinghe,H.R.Jothipala,"Classics,Movie Songs",Sarath De Alwis,metaphor,interpretation
Meedum Gala Kande – මීදුම් ගලා කන්දේ,"මීදුම් ගලා කන්දේ  ඉවසන්න බෑ සීතේ
උණුසුම් දැනේ දෑතේ  ළංවී මට දැන් කියන්න 
ආදරේ දෝ මට ආදරේ දෝ…..ඕ ඕ ඕ….
රන් රුවක් වගේ පෙම්බරා මගේ
මේ නිසංසලේ සිත් පහන් කළේ
ළා නිල්ලේ ඔන්චිල්ලේ නැළැවිල්ලේ
මා මත්වේ මුසපත් වේ රසවත් වේ
ළංවී මට දැන් කියන්න ආදරේ දෝ
මට ආදරේ දෝ…..ඕ ඕ ඕ….
සෙවනැල්ල මෙන් ඔබේ මම එන්නෙමී හො‍ඳේ
වෙන් නොවී බැඳී සංසාරයේ අපී..
ළා නිල්ලේ ඔන්චිල්ලේ නැළැවිල්ලේ
මා මත්වේ මුසපත් වේ රසවත් වේ
ළංවී මට දැන් කියන්න ආදරේ දෝ
මට ආදරේ දෝ…..ඕ ඕ ඕ….
",Siri Nihal Jayasingha,"Angelin Gunathilaka,H.R.Jothipala","Duets,Movie Songs",P.L.A.Somapala,metaphor,interpretation
Muladi Benda – මුලදි බැන්ද,"මගෙ අත ඔබට හැර හිතවතියකට වෙන
දුන්නොත් මගේ ජීවිතයකි කදුළු බොන 
මිනී වලක මා යටකර තබන දින
වැහි නැති අකුණු පුපුරයි මගෙ වලට පැන
මුලදි බැන්ද ආදරයක මිහිර දැන් 
සැනසීම සොයමි මගෙ පපුවට තද කරන්
ශෝකය දුක ආවත් මට කොයි තරම්
මම දාලා යන්නෙ නැ මගෙ සුදු රත්තරන්...
මුලදි බැන්ද ආදරයක මිහිර දැන්
අසරණ මා අමතක කෙරුවත් ඔයා
සිතුවාද ඔබව මට අමතක වෙයි කියා..
එහෙම කලොත් යම්කිසි දවසක මෙමා
හමුවන්නෙ ඔබට මේ මගෙ මලකඳ තමා...
මල් කුමරියො හිටියත් කොතරම් කැලේ
ඒ සැවොම පරාදයි පැහැයට ඔබෙ තොලේ..
එක් වෙන්නට නොහැකි වු‍‍නොත් රන්කදේ
සැනසෙමු දෙන්නම් එක තැන එක මිනි වලේ...
",Aloy Gunawardhana,H.R.Jothipala,Golden Pop,Unknown,metaphor,interpretation
Mee Pirunu Suwanda – මී පිරුණු සුවඳ,"මී පිරුණු සුවඳ මල් වනේ 
ආදරය සිනා සෙනු පෙනේ 
පැතුම් බිහිවෙලා කුරුළු වෙස් වලා
අනන්තයට යයි පියාඹලා...
රැව් නැගේ තුරුණු හඳ බිමේ 
ජීවිතය අරුත දැන් දැනේ
හැඟුම් පිබිදිලා දෙතොල් මතුරලා
කතාකරයි පියා සල සලා
සිහිනෙකින් හරී සිතන්නට බැරී 
ඉඳුනිලක් ලැබී කැලුම් දෙයි පිරී
විමන් නොපතමී යහන් නොසොයමී 
ඔබගෙ හඳ බිමේ වැතිර සැතපෙමී
නෙත් පියන් වැසීලා සිත් තුටින් පිරීලා
නින්ද යයි සුවෙන් නිසංසලේ
කොකුන් තවරලා සඳුන් මුසුවෙලා 
සුගන්දය ගලයී සුළගේ විසිරිලා
පෙර දී තැනකදී දිනෙක බැදි බැදී 
හිටිය හැටි සිතෙයි මතෙකෙ ඇඳි ඇඳී
ඒ ගැනත් මෙසේමයි ඒ ගිමන් නිවාරේ
පෙම් පහන් දිලේ බවෙන් බවේ
",Karunarathna Abeysekara,"Angelin Gunathilaka,H.R.Jothipala","Duets,Movie Songs",Sarath Dasanayaka,metaphor,interpretation
Me Nonimena – මේ නොනිමෙන,"මේ නොනිමෙන දිවි ගමනේ 
නිවනේ මඟ පෙනෙන තුරා
අම්මේ ඔබෙ පුතෙකු වෙලා 
මම එන්නම් සසර පුරා
පියතුම නැති දා ඉඳලා ගියේ නෑ මට තනි කරලා
කුසගිනි මට නොම දීලා දුක වේදනාව නිවලා
අම්මේ ඔබ බුදු වේවා මව්ගුණ ගී ගයනෙමි මා
පැටලී ලෝ මායාවෙන් ගලවා මා අවමානෙන්
නුවණැස මගෙ පාදාලා දියුණුවෙ මඟ පෙන්නාලා
ලැබුවේ ආශිර්වාදේ දිවි මාවත එළිය වුණේ
පියතුම නැති දා ඉඳලා 
ගියේ නෑ මා තනි කරලා
කුසගිනි මට නොම දීලා 
දුක වේදනාව නිවලා
අම්මේ ඔබ බුදු වේවා 
අම්මේ ඔබ බුදු වේවා
",Thissa Dias,H.R.Jothipala,"Classics,Golden Pop",Sarath Wickrama,metaphor,interpretation
Me Jeevanaye – මේ ජීවනයේ,"මේ ජීවනයේ මුළු සංසාරේ 
උදාරයි උදාරයි උදාරයි ආදරේ
මහද ගිලෙන්නේ පෙම් සිලිලාරේ 
උදාරයි උදාරයි උදාරයි ආදරේ
මේ ජීවනයේ
දෑත දෑතේ බැඳ ඈ ළං වී මට පෑව ආදරේ 
සනසාලු ලාලන තාලේ දිවි තෙක්ම සිහි කෙරේ
ඒ නිල් දෑසේ බැල්මෙන් කැල්මෙන්
මා යන ගමනට දිරි දෙයි
සුවඳ හාදු දුනි සතපාලා යහනාවෙ මා හොවා 
පින්සාර ඇයගේ තුරුලේ සැනසේ රජුන් පවා
ඒ දරුවෙකුගේ පණ වැනි උත්තම
අම්මාගේ ආදරයයි
",Karunarathna Abeysekara,H.R.Jothipala,"Classics,Golden Pop",P.L.A.Somapala,metaphor,interpretation
Me Gee Katadai – මේ ගී කාටදැයි,"මේ ගී කාටදැයි.. ඔබ දන්නවා ඇති..
හිත මගේ පිදු හැටි සිහිවේ නොනැවති
මේ ගී..
සිතු පැතු අන්දම රෑ දිවා අමුතුම ලොවක් මවා
මට මා අමතක වූවා සිහින පැන දිවා
බලාපොරොත්තුවේ කඩතිර ඉරා..
පාළුව විඳ දරා ඉවසමි දිවිතුරා
මේ ගී..
එකම හිනාවට ගී දහසක් බිහිවෙයි මාගෙ මුවින්..
ඇතිවුනි නම් අවබෝධේ අද මේ විලස නොවේ..
කොතැනක හිටියද මෙම ලෝ තලයේ..
රකිමි හැම කලේ සිහිවේ හැමවෙලේ..
මේ ගී..
",Karunarathna Abeysekara,H.R.Jothipala,"Classics,Movie Songs",P.L.A.Somapala,metaphor,interpretation
Mama Gannemi – මම ගන්නෙමි,"මම ගන්නෙමි කරකාර බන්දාලා පුංචි 
හාමිනේ වලව්වෙන් දැන්
මම ඉන්නෙමි මහ රාජා වාගේ මේ ගමේ  
කාටත් උදව් කරමින් 
වලවේ හාමුට කියනවා මං පුංචි හාමි මගේ මනමාලී  
පුල්ලි ගොනා බැදි බර බාගෙන්  ඇය ගෙදරට කැන්දම් එමී 
මම එහෙම එනකොට පාර දිගේ මේ යාළුවෝ එකතුවෙලා
මල් දාලා වෙඩි ගහලා පිලිගත්තා ඔයා මගෙ මාස්ටර් ඔයා කියලා
ඉස්සර මං වාගේ උදවියටයි රජ කුමරියෝ ආලේ කරේ 
දැන් කාලේ ඒවාගේ බැරි ඇයිදෝ මට යතුරත් දිලයි ගියේ 
මගේ යාළුවො ඔක්කොම මනමාලී එක්කල නග්ගලා බරබාගේ
මම එන්නමි ඇය කැන්දම් මගේ මාස්ටර් බලන්නට රජ පෙරහැර වාගේ
",Dharmasiri Gamage,H.R.Jothipala,"Golden Pop,Movie Songs",R.Muththusami,metaphor,interpretation
Malsara Mal Dunne – මල්සර මල් දුන්නේ,"මල්සර මල් දුන්නේ මල් හී සැර එන්නේ
මගෙ දෙනෙතහි සැංඟී කවුරැද සැතපෙන්නේ
මල්සර මල් දුන්නේ මල් හී සැර එන්නේ
නිසසල තනි ලිය ගොමුවේ
චංචල සුළඟකි හැමුවේ
නුපුරුදු සිතිවිලි බිහිවේ
එනු හිනැහෙනු මා හමුවේ
තෙද බද මධු රස මියුරු
සුවගෙන දෙන මට නුහුරු
සැඟවෙනවද කොයි කවුරු
එනු මැන පෙන්නා රුසිරූ
",Karunarathna Abeysekara,H.R.Jothipala,"Old Pops,Request",Sarath Dasanayaka,metaphor,interpretation
Mal Pibidena – මල් පිබිදෙන,"මල් පිබිදෙන එක වසන්ත සමයක ඔබ හමු වේවි කියා
පෙරුම් පුරා මඟ බලා උනිමි මම ඇයි තව නාවේ දයා
උදේ රැයින් සිසිල අරන්  මලින් මලට රොන් බඹරු ගියා 
මගේ පැතුම් හඳේ සිතුම් එදා සුසුම් වී සිඳිලා ගියා
හදෙහි දයාවිය නොලද ශ්‍රියාවිය 
ආදර ලොව අප බිඳිලා ගියා
ඔබේ සිනා නෙතින් ගෙනා මගේ හඳේ තුරුලට ගනිමි
මගේ ලොවේ සැදු සුවේ සසර වසන තුරු මම රකිමි
හදෙහි දයාවිය නොලද ශ්‍රියාවිය 
ආදර ලොව අප බිඳිලා ගියා
",Unknown,H.R.Jothipala,Old Pops,,metaphor,interpretation
Mal Kakuli – මල් කැකුළී,"මල් කැකුළී කෝමලී මනාලී මල් ගොමුවේ තනිවෙලා
හද කුසුමක් වී පිපී ගියාදෝ
හද කුසුමක් වී පිපී ගියාදෝ  
කුසුම් වනේ කළඹලා
මල් කැකුළී කෝමලී මනාලී මල් ගොමුවේ තනිවෙලා 
යව්වනයේ රන්වන් කැළුම් දී කෝමල බඳ දිලිසුනේ
ජීවනයේ  උයනයි නැවුම් වී මලින් සැදී හිනැහුනේ
සුපිපි කුසුමේ සුවඳ අරන් සුලන් හමයි සිව් දිගේ
ගුම් නාදෙන් බමරා බිඟුම් දී කුසුම් වනේ රොන් ගනී
ආදරයෙන් පිරි කැකුලු හදා කා හටදෝ පුද කලේ
සදා දිලේවා උයන ඔබේ කුසුම් පිපේ වාසනා
",Ravilal Wimaladharma,H.R.Jothipala,Golden Pop,M.K.Roksami,metaphor,interpretation
Malin Piree Giya – මලින් පිරී ගිය,"මලින් පිරී ගිය විසල් වනේ 
පියාසලා යන කුරුල්ලනේ
මගේ ප්‍රියාදරි සෙයා ගොසින් 
හිතේ තියෙන දුක කියව් අනේ
ඇය දැක ගන්නට පිබිඳුණු නෙත් දෙක 
රෑයාමෙත් නැහැ පියවෙන්නේ
සිසිල තුරුලු කර එන මුදු මඳ නළ
ඇයගේ සුවඳයි ගෙන එන්නේ
කරල් කපන කල දර අහුලන කල
දිය ගෙන එන කල... බඩවැටියේ
පියුමෙහි හිරවුනු බඹරෙකු විලසට 
මම ඇය ළඟ තනියට සිටියේ
තෙල්මල් අරගෙන පෝදින පන්සල්..
ගිය හැටි මට දැන් සිහිවෙනවා
අද ඔබ තැනකය මා තව තැනකය
මගෙ හදවත දැන් වැළපෙනවා
",Karunarathna Abeysekara,H.R.Jothipala,"Golden Pop,Old Pops",Milroy Dharmarathna,metaphor,interpretation
